period,dimension,org_level,org_code,org_name,measure1,count_of,value
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R0B,South Tyneside and Sunderland FT,Not Breast Milk,babies,1280
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1F,Isle of Wight NHS Trust,Maternal or Donor Breast Milk,babies,580
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1F,Isle of Wight NHS Trust,Missing Value / Value outside reporting parameters,babies,25
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1F,Isle of Wight NHS Trust,Not Breast Milk,babies,220
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1H,Barts Health NHS Trust,Maternal or Donor Breast Milk,babies,4155
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1H,Barts Health NHS Trust,Missing Value / Value outside reporting parameters,babies,2865
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1H,Barts Health NHS Trust,Not Breast Milk,babies,380
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1K,London North West University Healthcare NHS Trust,Maternal or Donor Breast Milk,babies,3800
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1K,London North West University Healthcare NHS Trust,Missing Value / Value outside reporting parameters,babies,150
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,R1K,London North West University Healthcare NHS Trust,Not Breast Milk,babies,295
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1625
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,385
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA2,Royal Surrey County Hospital NHS Foundation Trust,Not Breast Milk,babies,290
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Maternal or Donor Breast Milk,babies,710
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,10
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RA9,Torbay and South Devon NHS Foundation Trust,Not Breast Milk,babies,215
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2530
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,215
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Not Breast Milk,babies,1290
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2520
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,10
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAJ,Mid and South Essex NHS Foundation Trust,Not Breast Milk,babies,805
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Maternal or Donor Breast Milk,babies,675
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,625
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAL,Royal Free London NHS Foundation Trust,Not Breast Milk,babies,60
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,55
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,2760
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RAS,The Hillingdon Hospitals NHS Foundation Trust,Not Breast Milk,babies,560
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1040
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,185
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBD,Dorset County Hospital NHS Foundation Trust,Not Breast Milk,babies,285
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBK,Walsall Healthcare NHS Trust,Maternal or Donor Breast Milk,babies,1410
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBK,Walsall Healthcare NHS Trust,Missing Value / Value outside reporting parameters,babies,55
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBK,Walsall Healthcare NHS Trust,Not Breast Milk,babies,1275
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1210
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,670
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Not Breast Milk,babies,880
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Maternal or Donor Breast Milk,babies,920
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Missing Value / Value outside reporting parameters,babies,90
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RBZ,Northern Devon Healthcare NHS Trust,Not Breast Milk,babies,220
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC1,Bedford Hospital NHS Trust,Maternal or Donor Breast Milk,babies,1945
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC1,Bedford Hospital NHS Trust,Missing Value / Value outside reporting parameters,babies,25
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC1,Bedford Hospital NHS Trust,Not Breast Milk,babies,630
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,3645
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,85
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RC9,Bedfordshire Hospitals NHS Foundation Trust,Not Breast Milk,babies,905
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,890
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,5
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCB,York Teaching Hospital NHS Foundation Trust,Not Breast Milk,babies,360
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Maternal or Donor Breast Milk,babies,890
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,55
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCD,Harrogate and District NHS Foundation Trust,Not Breast Milk,babies,135
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCF,Airedale NHS Foundation Trust,Maternal or Donor Breast Milk,babies,985
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCF,Airedale NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,20
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCF,Airedale NHS Foundation Trust,Not Breast Milk,babies,355
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Maternal or Donor Breast Milk,babies,1245
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Missing Value / Value outside reporting parameters,babies,45
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RCX,"The Queen Elizabeth Hospital, Kings Lynn  NHS Foundation Trust",Not Breast Milk,babies,525
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2110
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,10
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD1,Royal United Hospitals Bath NHS Foundation Trust,Not Breast Milk,babies,380
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2890
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,15
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RD3,Poole Hospital NHS Foundation Trust,Not Breast Milk,babies,795
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2395
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,540
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDE,East Suffolk and North Essex NHS Foundation Trust,Not Breast Milk,babies,720
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Maternal or Donor Breast Milk,babies,6575
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,590
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDU,Frimley Health NHS Foundation Trust,Not Breast Milk,babies,1290
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,200
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,5
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Not Breast Milk,babies,20
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Maternal or Donor Breast Milk,babies,2890
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Missing Value / Value outside reporting parameters,babies,25
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REF,Royal Cornwall Hospitals NHS Trust,Not Breast Milk,babies,720
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Maternal or Donor Breast Milk,babies,4345
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,5
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,REP,Liverpool Womens NHS Foundation Trust,Not Breast Milk,babies,2760
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Maternal or Donor Breast Milk,babies,4115
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Missing Value / Value outside reporting parameters,babies,1290
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Not Breast Milk,babies,900
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1195
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,360
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFF,Barnsley Hospital NHS Foundation Trust,Not Breast Milk,babies,805
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Maternal or Donor Breast Milk,babies,740
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFR,The Rotherham NHS Foundation Trust,Not Breast Milk,babies,735
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1700
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,55
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Not Breast Milk,babies,650
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1125
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,15
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGP,James Paget University Hospitals NHS Foundation Trust,Not Breast Milk,babies,435
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1550
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,5
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGR,West Suffolk NHS Foundation Trust,Not Breast Milk,babies,480
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RGT,Cambridge University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,1430
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Maternal or Donor Breast Milk,babies,250
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,1830
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RH8,Royal Devon and Exeter NHS Foundation Trust,Not Breast Milk,babies,1220
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1385
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,520
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHM,University Hospital Southampton NHS Foundation Trust,Not Breast Milk,babies,515
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,5560
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Maternal or Donor Breast Milk,babies,645
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHU,Portsmouth Hospitals University National Health Service Trust,Not Breast Milk,babies,285
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Maternal or Donor Breast Milk,babies,3600
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,55
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RHW,Royal Berkshire NHS Foundation Trust,Not Breast Milk,babies,780
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Maternal or Donor Breast Milk,babies,5100
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,130
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ1,Guys and St Thomas NHS Foundation Trust,Not Breast Milk,babies,360
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Maternal or Donor Breast Milk,babies,4000
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Missing Value / Value outside reporting parameters,babies,1945
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ2,Lewisham and Greenwich NHS Trust,Not Breast Milk,babies,670
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ6,Croydon Health Services NHS Trust,Maternal or Donor Breast Milk,babies,1015
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ6,Croydon Health Services NHS Trust,Missing Value / Value outside reporting parameters,babies,365
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ6,Croydon Health Services NHS Trust,Not Breast Milk,babies,265
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,3120
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,245
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJ7,St Georges University Hospitals NHS Foundation Trust,Not Breast Milk,babies,205
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2245
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,40
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJC,South Warwickshire NHS Foundation Trust,Not Breast Milk,babies,485
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Maternal or Donor Breast Milk,babies,3165
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Missing Value / Value outside reporting parameters,babies,150
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJE,University Hospitals of North Midlands NHS Trust,Not Breast Milk,babies,1750
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Maternal or Donor Breast Milk,babies,2125
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,40
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Not Breast Milk,babies,1430
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJN,East Cheshire NHS Trust,Maternal or Donor Breast Milk,babies,880
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJN,East Cheshire NHS Trust,Missing Value / Value outside reporting parameters,babies,180
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJN,East Cheshire NHS Trust,Not Breast Milk,babies,340
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Maternal or Donor Breast Milk,babies,6200
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Missing Value / Value outside reporting parameters,babies,270
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RJZ,Kings College Hospital NHS Foundation Trust,Not Breast Milk,babies,1140
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Maternal or Donor Breast Milk,babies,1295
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Not Breast Milk,babies,935
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Maternal or Donor Breast Milk,babies,2295
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Missing Value / Value outside reporting parameters,babies,95
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RK9,University Hospitals Plymouth NHS Trust,Not Breast Milk,babies,910
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Maternal or Donor Breast Milk,babies,3285
2019-20,BABYFIRSTFEEDBREASTMILKSTATUS,PROVIDER,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Missing Value / Value outside reporting parameters,babies,720
